,name,rating,website,location,wheelchair,family,image_link-src,description,meta_descriptions,latitude,longitude
1130,The State Botanical Garden of Georgia,4.8,botgarden.uga.edu,"2450 S Milledge Ave, Athens, GA 30605",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids   Public restroom,https://lh5.googleusercontent.com/p/AF1QipOjp8NpWor9_31dLbV7YM7ktHBToXemuygEFzX0=w408-h272-k-no,Free 313-acre horticultural conservatory with walking paths & education programs for kids & adults.,,33.9017984,-83.3826532
1131,The State Museum of Pennsylvania,4.5,statemuseumpa.org,"300 North St, Harrisburg, PA 17120",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipMu69WGXzk9NAuur5bgX2tG5rD-LnNYcAHF8hhP=w408-h306-k-no,Sprawling museum next to the State Capitol building showcasing the history of Pennsylvania.,,40.2657737,-76.88533749999999
1132,The Walt Disney Family Museum,4.6,waltdisney.org,"104 Montgomery St, San Francisco, CA 94129",,,https://lh5.googleusercontent.com/p/AF1QipPJbyNeqNujtIQG3lvleyPsZ9r0PLpDHHF4r_BQ=w408-h544-k-no,,"The Walt Disney Family Museum is an American museum that features the life and legacy of Walt Disney. The museum is located in The Presidio of San Francisco, part of the Golden Gate National Recreation Area in San Francisco.",37.8013992,-122.4587988
1133,The Wheel at ICON Park™,4.6,iconparkorlando.com,"8375 International Dr, Orlando, FL 32819",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Gender-neutral restroom   Good for kids,https://lh5.googleusercontent.com/p/AF1QipMOXEw2kQdA4rmQxbIs25GYjbgueltq3yw2hQ_N=w408-h544-k-no,"400-foot tall observation wheel featuring enclosed, air-conditioned glass capsules & sweeping views.","ICON Park™ has more than 40 amazing restaurants, funky bars, boutique shops & can’t-miss attractions, all anchored by The Wheel. Visit us in Orlando, FL today!",28.4430857,-81.4691326
1134,The White Chocolate Grill,4.4,wcgrill.com,"1803 Freedom Dr, Naperville, IL 60563",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Bar onsite   Good for kids   High chairs   Restroom,https://lh5.googleusercontent.com/p/AF1QipNl3CX73XcVqfEmRxMASLWPyesn7mTaaGHCiXCp=w408-h306-k-no,Spacious contemporary grill features traditional American fare & cocktails in a relaxed atmosphere.,,41.8037877,-88.12677459999999
1135,The Wizarding World of Harry Potter - Diagon Alley,4.8,universalorlando.com,"6000 Universal Blvd, Orlando, FL 32819",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Bar onsite   Good for kids   Restaurant   Restroom,https://lh5.googleusercontent.com/p/AF1QipOKcbDtS-62LxK7xpaX9YsS9tn-Mej9Oh2Xz_js=w426-h240-k-no,"Recreation of famed Harry Potter street, with wand shop & ride based on goblin-owned Gringotts Bank.",Universal Orlando Resort,28.4740008,-81.4657363
1136,The Yellow Deli,4.6,yellowdeli.com,"23 Center St, Rutland, VT 05701",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Gender-neutral restroom   Good for kids   High chairs   Restroom   Free Wi-Fi,https://lh5.googleusercontent.com/p/AF1QipNlRNi3hi-T0FGGJS5ifgnVngNr3VtLerr4aeJf=w408-h306-k-no,"Deli offering sandwiches, salads & breakfast, plus a juice bar mixing up smoothies & other drinks.",,43.6067268,-72.9789725
1137,Theodore Roosevelt Inaugural National Historic Site,4.6,trsite.org,"641 Delaware Ave, Buffalo, NY 14202",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipMnz0vMKyofQH8asCTDNVscbruPSp2zWFPdBHTd=w408-h306-k-no,Greek revival house & museum marking the site of Theodore Roosevelt's oath of office in 1901.,,42.9015559,-78.87261389999999
1138,This Is The Place Heritage Park,4.6,thisistheplace.org,"2601 Sunnyside Ave S, Salt Lake City, UT 84108",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipOxU13fFfh8Ush9qIsRzTF32KapVoD4CD2PD3zr=w408-h272-k-no,"Living-history park featuring Mormon monument, train rides, petting zoo & Native American village.","This is The Place to remember the past, entertain the present and educate 
the future as we honor Utah's Heritage through hands-on experience that 
provides a glimpse into ""a day in life"" of Utah's rich and diverse history. 
Step back in time and experience the FUN of the Old West. Visit the 
historic Village, ride trains and ponies, and play in our splash park! Pan 
for gold, spin and card wool, pet farm animals and make take-home crafts. 
Interact with a Blacksmith, Tinsmith, Saddle-maker and learn other trades. 
Hear the stories of the ancients at the Native American Village. You can 
also book a wedding, family reunion, youth activity or corporate event. 
This Is The FUN Place For Everyone!Step back in time and experience the FUN of the Old West. Visit the historic Village, ride trains and ponies, and play in our splash park! Pan for gold, spin and card wool, pet farm animals and make take-home crafts. Interact with a Blacksmith, Tinsmith, Saddle-maker and learn other trades.  Hear the stories of the ancients at the Native American Village. You can also book a wedding, family reunion, youth activity or corporate event. This Is The FUN Place For Everyone!",40.7526373,-111.8159023
1139,Three Rivers Museum,4.6,3riversmuseum.com,"220 Elgin St, Muskogee, OK 74401",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids   Restroom   Free Wi-Fi   Restaurant,https://lh5.googleusercontent.com/p/AF1QipNonkgua5d5snjNHULO-vnShX4KDntgCbcZoO2x=w408-h306-k-no,"Museum dedicated to local history, with rotating food trucks in the parking lot every Thursday.","Three Rivers Museum Muskogee, Oklahoma",35.7458973,-95.37258829999999
1140,Thunder Junction All Abilities Park,4.8,sgcity.org,"1851 S Dixie Dr, St. George, UT 84770",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids   Public restroom,https://lh5.googleusercontent.com/p/AF1QipNac151DY9YOyjjkZl0KDsE26Sjo4EZDXU6C0wE=w408-h272-k-no,"Play equipment, a dinosaur-themed garden, train rides & picnics for kids with different abilities.",,37.0798096,-113.6014213
1141,Thunder Road of Sioux Falls,4.5,thunderroadsiouxfalls.com,"201 N Kiwanis Ave, Sioux Falls, SD 57104",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids   Restaurant,https://lh5.googleusercontent.com/p/AF1QipOJUK5668WF2L3ErFrIv3bsMVCEBtagrVQsYn1r=w408-h306-k-no,"Fun park & mini-golf course offering go-karts, thrill rides, laser tag & other kid friendly games.","We have two go-kart tracks, an 18 hole adventure mini-golf course, batting cages, climbing wall, human foosball, Euro Bungy, and Water Wars.",43.5489316,-96.7617787
1142,Thunder Road,4.7,thunderroadvt.com,"61 Fisher Rd, Barre, VT 05641",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,,https://lh5.googleusercontent.com/p/AF1QipPfwlClAwQkF3BLwDzxMIoWbcgIRfuUe8Hksuvo=w408-h306-k-no,"Quarter-mile, paved car-racing speedway, home of the annual ""Milk Bowl"" Late Model race.",,44.1798378,-72.4877613
1143,Tibbetts Brook Park,4.5,parks.westchestergov.com,"355 Midland Ave, Yonkers, NY 10704",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPwlS2lhDbeIOC1nW_zr3ngp0NbkJZdlrXPRkYE=w408-h306-k-no,"161-acre park with an aquatic complex, tennis courts, baseball fields, hiking trails & more.",,40.92717349999999,-73.8767766
1144,Tiki Tiki Thai Cuisine,4.1,tikithaimaui.com,"395 Dairy Rd, Kahului, HI 96732",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids   High chairs,https://lh5.googleusercontent.com/p/AF1QipPr2A1g1uToE4eCQTIKVbOnDwoiEsZ5-Ur-MWIo=w426-h240-k-no,"Pad Thai, curries & other familiar Thai dishes are prepared in a simple, cozy interior.",,20.8845706,-156.4539812
1145,Timberline Adventures,4.9,ziptimberline.com,"210 Sherman Ave #131, Coeur d'Alene, ID 83814",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPeucgCjrryC9H8X-ByBMvlmg2yTeC-c5XD_mB-=w408-h272-k-no,"Takeoff point for a company offering zip-line tours through the mountains, 12 mi. east of downtown.",,47.6730938,-116.7828051
1146,Times Square,4.7,timessquarenyc.org,"Manhattan, NY 10036",Accessibility    Wheelchair accessible entrance,,https://lh5.googleusercontent.com/p/AF1QipMxrLqW43sBNl8pIWjSrZCTgk2bSK1YOqxu5VHs=w408-h903-k-no,"Bustling destination in the heart of the Theater District known for bright lights, shopping & shows.","The official website of Times Square bringing you New Year's Eve information and upcoming events at the Crossroads of the World, Times Square New York.",40.7602619,-73.9932872
1147,Timucuan Ecological and Historical Preserve,4.6,nps.gov,"12713 Ft Caroline Rd, Jacksonville, FL 32225",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipOAe4smA5e9qaToM27TJrHai1tJWZ1GW8ayyGL0=w408-h306-k-no,"Historic coastal nature preserve with wetland, salt marsh & hardwood forest habitats.",The National Park Service cares for special places saved by the American people so that all may experience our heritage.,30.3823471,-81.49731489999999
1148,Tinker Swiss Cottage Museum and Gardens,4.6,tinkercottage.com,"411 Kent St, Rockford, IL 61102",Accessibility    Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipN8LWdJsb5tLSwQ0vcXNE4aCIg0E0-9u3rJ4trB=w410-h240-k-no,"Guided tours of a restored, Swiss-style 1865 home boasting its original furnishings.","Tinker Swiss Cottage Museum, Tinker Cottage",42.264184,-89.103282
1149,Tiramisu Italian Restaurant,4.5,tiramisuct.com,"3670 E Main St, Waterbury, CT 06705",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Bar onsite   High chairs   Restroom,https://lh5.googleusercontent.com/p/AF1QipOHxtd8pCDzrcj05Njs1C90xYkzGskLicOyczzF=w408-h306-k-no,"Italian comfort food, wine & cocktails served in a relaxed, warm environment with a cozy bar.",,41.5425569,-72.9671867
1150,Toledo Museum of Art,4.8,toledomuseum.org,"2445 Monroe St, Toledo, OH 43620",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipNh_11j1jBR7XBNjcfqx8Xcl1c8iLAv6H9zH_b6=w408-h306-k-no,"Glass-walled extension of the Toledo Art Museum showcasing 5,000 works of art made of glass.",,41.6596851,-83.5580639
1151,Toledo Zoo,4.6,toledozoo.org,"2 Hippo Way, Toledo, OH 43609",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPUk0L2WXdDTOuq0Wm_cU3KyjT1sLL7cetvu7Y5=w408-h306-k-no,"Destination for animal exhibits, live concerts, holiday lights & other seasonal events.",,41.6215829,-83.5825321
1152,Tom Foolery's Restaurant & Bar,4.3,tomfoolerysbar.com,"714 Ash Blvd, Middletown, DE 19709",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Good for kids   High chairs   Free Wi-Fi,https://lh5.googleusercontent.com/p/AF1QipNjygIrX2JoXpWmUwvmDeGPPNmkHv-tVjQPtwmW=w408-h306-k-no,"Neighborhood haunt offering pub grub & drink specials, plus live entertainment & TVs showing sports.",BeRestaurant | Best WordPress theme for restaurants,39.45903149999999,-75.7245001
1153,Top of The Rock,4.7,topoftherocknyc.com,"30 Rockefeller Plaza, New York, NY 10112",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPbBFlOwTDSzuD7EwAsq5KhIY6NjNlsd6WM12cS=w408-h305-k-no,"Observatory on top of Rockefeller Center, with an ocean-liner style design, offering city views.",Top of the Rock Observation Deck is full of incredible sights and discoveries. Take in 360-degree spring views of iconic landmarks and the city skyline from seventy floors up.,40.7593755,-73.9799726
1154,Topeka Zoo & Conservation Center,4.3,topekazoo.org,"635 SW Gage Blvd, Topeka, KS 66606",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipOQ3Fq2xRgRR4z4RqbTheP1tP7DlDtArgkJdpNT=w426-h240-k-no,"Lions, bears, alligators, bugs & more, plus educational programming & a roster of special events.",Friends of the Topeka Zoo is excited to debut a brand-new holiday event: Zoo Lights. Join us beginning November 27. Tickets available soon!,39.0568859,-95.72711609999999
1155,Topiary Park,4.5,columbus.gov,"480 E Town St, Columbus, OH 43215",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPZQvBhXBrFkW-XVT8cStZD05ftMj2CnIwdBUVG=w408-h306-k-no,Quiet park featuring landscape plants artistically trimmed to recreate a famous Seurat painting.,,39.9604532,-82.9870518
1156,Tours of Zimmerman and Kalil Houses,4.7,currier.org,"150 Ash St, Manchester, NH 03104",Accessibility    Wheelchair accessible parking lot,,https://lh5.googleusercontent.com/p/AF1QipPs27Dj67nwe3evC8P9Kzapsisn2fAzVaTO8YNd=w408-h269-k-no,"Residence designed by acclaimed architect Frank Lloyd Wright in 1950, with period furniture & tours.",,42.997727,-71.4556121
1157,Toutant,4.6,toutantbuffalo.com,"437 Ellicott St, Buffalo, NY 14203",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Bar onsite   Gender-neutral restroom   High chairs   Restroom,https://lh5.googleusercontent.com/p/AF1QipMcMeijTmtuqGVG8I9eOQy62MmEgmy_OLDdP_LP=w408-h268-k-no,Contemporary Southern eats & cocktails are offered at this cozy spot with industrial-chic decor.,,42.8902854,-78.8703104
1158,TownHall,4.4,townhallohiocity.com,"1909 W 25th St, Cleveland, OH 44113",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Bar onsite   Good for kids   High chairs   Restroom   Free Wi-Fi,https://lh5.googleusercontent.com/p/AF1QipP7-AytG1xqYDSVAb96ZRHEE4k8n1BjO6DdaYyz=w408-h272-k-no,Locally sourced & innovative bar bites & vegan options served in a contemporary setting with patio.,,41.4853978,-81.70404889999999
1159,Treehouse Museum,4.8,treehousemuseum.org,"347 22nd St, Ogden, UT 84401",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPOT5V3y6Vr6vX-EUd5z7KV8X-h5OW9GlgLk4N2=w408-h252-k-no,"Reading-oriented museum encouraging kids to ""step into a story"" via hand-on activities & exhibits.",,41.2264805,-111.9719045
1160,True Food Kitchen,4.6,truefoodkitchen.com,"222 West Ave Ste HR100, Austin, TX 78701",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Bar onsite   Restroom,https://lh5.googleusercontent.com/p/AF1QipPZTCrz4BdkOBgbBVHefNhfiCgj5rrQNF_-fEOy=w426-h240-k-no,"Relaxed, eco-chic chain serving health-conscious fare, including vegan options, plus cocktails.",,30.2671755,-97.7520535
1161,True Food Kitchen,4.5,truefoodkitchen.com,"4749 Pennsylvania Ave, Kansas City, MO 64112",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Bar onsite   Restroom,https://lh5.googleusercontent.com/p/AF1QipMcM3QV3TrkxJap-FGiypkRaaCpTuTMxk6Y-_cp=w408-h272-k-no,"Relaxed, eco-chic chain serving health-conscious fare, including vegan options, plus cocktails.",,39.0404311,-94.59365749999999
1162,True Food Kitchen,4.5,truefoodkitchen.com,"1 W Erie St, Chicago, IL 60654",Accessibility    Wheelchair accessible entrance   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Bar onsite   Restroom,https://lh5.googleusercontent.com/p/AF1QipNaY_rVLOd_7Zz-UcLKbSxj3b_T7vg_KwlsipbY=w426-h240-k-no,"Relaxed, eco-chic chain serving health-conscious fare, including vegan options, plus cocktails.",,41.893954,-87.628365
1163,Tubbs Hill,4.8,tubbshill.org,"208 S 3rd St, Coeur d'Alene, ID 83814",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipM1DSgpleckScet_GofKBGQ3demu9yE3SpYUwE=w408-h271-k-no,"Picturesque, lakefront 120-acre park with native vegetation & trails for hiking.","The Friends of Tubbs Hill are dedicated to the preservation of Tubbs Hill 
City Park as a unique and natural lakeshore forest typical of North Idaho 
while providing for compatible public use.",47.6706086,-116.782116
1164,Tulsa Air and Space Museum & Planetarium,4.3,tulsamuseum.org,"3624 N 74th E Ave, Tulsa, OK 74115",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair rental,Amenities    Good for kids   Restroom   Free Wi-Fi   Restaurant,https://lh5.googleusercontent.com/p/AF1QipOZ32ShBVJTmXot3R2njjOUNHM_jeI2Zak-IG23=w426-h240-k-no,"Detailed history from 1897 to the space age plus interactive exhibits, vintage aircraft & a theater.",,36.2070983,-95.895813
1165,Tupelo Honey,4.4,tupelohoneycafe.com,"150 N 8th St #200, Boise, ID 83702",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    High chairs,https://lh5.googleusercontent.com/p/AF1QipO4dFzyySp2GKcEAZcJbWLOqI9fO0BTJU-MIcx6=w408-h306-k-no,"An all-day menu of Southern comfort food with a creative twist, plus craft beers & cocktails.",Join us for delicious scratch-made Southern meals!,43.6157759,-116.2029378
1166,USS KIDD Veterans Museum,4.7,usskidd.com,"305 S River Rd, Baton Rouge, LA 70802",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids   Restaurant,https://lh5.googleusercontent.com/p/AF1QipMHCSVtLgAdHJnacAvpeJqmbPLodKcDV46bArEo=w408-h306-k-no,"This veteran battleship-turned-museum features naval history exhibits, ship models & memorials.","Fun for the whole family with tours at the Pirate of the Pacific, the USS Kidd. Tour our destroyer in its 1945 configuration. Tickets and more here.",30.4433678,-91.19025239999999
1167,USS SLATER,4.9,ussslater.org,"141 Broadway, Albany, NY 12202",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids   Restroom   Restaurant,https://lh5.googleusercontent.com/p/AF1QipOwfBBC0-xsy0b_xybD7Ae5d-nDu67nyZsiZPvL=w408-h276-k-no,"Last remaining WWII-era destroyer escort ship afloat in U.S., with tours of galley, guns & quarters.",,42.6419759,-73.7505214
1168,Uahi Island Grill,4.4,uahiislandgrill.com,"33 Aulike St, Kailua, HI 96734",Accessibility    Wheelchair accessible entrance   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Bar onsite   Good for kids   High chairs   Restroom,https://lh5.googleusercontent.com/p/AF1QipPsTxU8hJ0faR6RJq8Khi6T9CFxiA-ZSjrypqk8=w408-h272-k-no,"Contemporary Hawaiian fare, plus plate lunches & Sunday brunch in a cozy, casual setting.",,21.3961098,-157.7430165
1169,Umami Asian Cuisine,4.7,umamiasianne.com,"1504 Galvin Rd S, Bellevue, NE 68005",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    High chairs   Restroom,https://lh5.googleusercontent.com/p/AF1QipPkRpD50O1lZfsMyZFd3tpCyh5ecFt3wtoklvyV=w408-h306-k-no,"Popular, unassuming strip-mall eatery offering a wide sushi menu, plus classic Chinese & Thai fare.",Online ordering menu for Umami Asian Cuisine. ,41.1449342,-95.91278249999999
1170,Undine Park,4.5,cityoflaramie.org,"800-898 S 7th St, Laramie, WY 82070",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipNU-baxC94YyIohVYbgxMsAskjgmZoJNL5MEPTd=w426-h240-k-no,"Neighborhood park with picnic shelters & BBQs, plus facilities for tennis, volleyball & basketball.",,41.30533,-105.5903077
1171,Union Square Park,4.5,,"500 E Madison St, Springfield, IL 62701",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPtnBP9T2oRHP3iGY5FdoKPsATXVVTY-zoLIjiS=w408-h306-k-no,"This small, urban park features grassy areas, benches & a gazebo, plus statues of Abraham Lincoln.",,39.8037562,-89.64864469999999
1172,United States Botanic Garden,4.7,usbg.gov,"100 Maryland Ave SW, Washington, DC 20001",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids   Public restroom,//lh6.googleusercontent.com/proxy/yiDMzLKje9wOH8UMtp29xTWj5zxUPxH78qbNZPv2RbZ2k6-IbTiQNZu0ddOEzTIIFe55yt6g3_FcNQRVD14bcHSNdYd3EPsMwSxmxLNMe5iYbboOxqWiAtSHaIDUklBoQfjKNjCG1DIQNxevKHmbooh1H26V9A=w408-h266-k-no,"Sprawling grounds featuring exotic flora plus conservatory, rare plants gallery & butterfly garden.",,38.8879881,-77.0129494
1173,United States Holocaust Memorial Museum,4.8,ushmm.org,"100 Raoul Wallenberg Pl SW, Washington, DC 20024",Accessibility    Assistive hearing loop   Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,,//lh5.googleusercontent.com/proxy/AgVG7ddS_n3NByTVyD0eezK5vFeVVbM8Jrx79mVmcwTP9jL9m7tZNV4wF8-MaUvTWLQdgq2Cg0BU0oFaZADjnLM9suAw9Togxg_5Fvoofp60X0d5EjLEhLVGa6aMpCRYPBaO6IoEWJ8bnUB66tpIFsjyc-vn4A=w408-h306-k-no,Preserving the memory of the Holocaust with permanent & traveling exhibits & educational programs.,,38.8867076,-77.0326074
1174,United States National Arboretum,4.7,usna.usda.gov,"3501 New York Ave NE, Washington, DC 20002",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPHmYjOocfDutF9MBGlbHjhS7LZtZaADFgL26Y=w408-h306-k-no,"Free to visitors, this outdoor space boasts trees, shrubs, & plants, plus a picnic area & museum.",,38.917348,-76.957877
1175,Universal Studios Hollywood,4.6,universalstudioshollywood.com,"100 Universal City Plaza, Universal City, CA 91608",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Baggage storage   Bar onsite   Gender-neutral restroom   Good for kids   Restaurant   Restroom,https://lh5.googleusercontent.com/p/AF1QipMSA_LS1qPw0LUc2luiVrYNC2kcH3rHyBsHpNlG=w408-h306-k-no,"Sprawling amusement park with a cinema theme, featuring rides, restaurants, shops & shows.",Welcome to Universal Studios Hollywood! Learn more about our incredible theme park attractions in California such as The Wizarding World of Harry Potter™ and much more!,34.1361918,-118.3520161
1176,University Delaware Museums,4.6,udel.edu,"30 N College Ave, Newark, DE 19716",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipMmBrv_y1kcT67y4mQqjMgOmj8CdSi2uXaGRy7i=w408-h306-k-no,"Built in 1898, this historic hall offers a museum with a big collection of African-American artwork.","The University of Delaware is a diverse institution of higher learning, fostering excellence in research. UD has eight colleges, providing outstanding undergraduate, graduate and professional education, serving the local, regional, national and international communities.",39.6840183,-75.7536381
1177,University of Michigan Museum of Natural History,4.6,ummnh.org,"1105 N University Ave, Ann Arbor, MI 48109",Accessibility    Assisted listening devices   Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair accessible seating   Wheelchair rental,Amenities    Gender-neutral restroom   Good for kids   Restaurant   Restroom   Free Wi-Fi,https://lh5.googleusercontent.com/p/AF1QipMK8dh_GmYYQRdqkxW21m-hmbl1-UkXYndaRRmf=w408-h272-k-no,"University museum known for its exhibits on prehistoric life, popular with children.","In order to bring you emerging discoveries in the natural sciences and anthropology, our museum is constantly evolving. In 2019, the new U-M Museum of Natural History (UMMNH) opened in the brand new Biological Sciences Building, allowing us to expand our footprint and invite visitors to be a part of University of Michigan science.",42.2788651,-83.7345223
1178,Untermyer Gardens Conservancy,4.8,untermyergardens.org,"945 N Broadway, Yonkers, NY 10701",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPWiG7WtG1LupjZ-4sqplO7siXSgqZ4e3DxV9ck=w426-h240-k-no,"Circa-1912 landscaped park (40+ acres) centered on walled Persian Garden, with Hudson River views.","The Untermyer Gardens Conservancy is restoring historic gardens in Yonkers, NY",40.9660181,-73.88596410000001
1179,Utah Olympic Park,4.6,utaholympiclegacy.org,"3419 Olympic Pkwy, Park City, UT 84098",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair accessible seating,,https://lh5.googleusercontent.com/p/AF1QipNTJGQzyYRV2ZkrQRugh86HswPXcTVgmJIwyLDh=w408-h306-k-no,"Sprawling park built for the 2002 Olympics featuring ski jumps, bobsled rides, a zip line & museums.",Utah Olympic Legacy Foundation is a non-profit organization responsible for maintaining Olympic facilities in Park City and providing Winter Olympic sport experiences to visitors.,40.7118058,-111.561782
1180,Utah State Capitol,4.7,utahstatecapitol.utah.gov,"350 State St, Salt Lake City, UT 84103",Accessibility    Wheelchair accessible entrance,,https://lh5.googleusercontent.com/p/AF1QipM2NTAlyf_FF1LMKl_tc0Dj_HVlz8do2-pWURGw=w408-h268-k-no,"Built in 1916, the renovated neoclassical revival building offers original murals, exhibits & tours.",,40.7774072,-111.8882895
1181,Vaile Mansion,4.6,vailemansion.org,"1500 N Liberty St, Independence, MO 64050",Accessibility    Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipNWYG8bzRkpyhhdUKl0qR6Eva8x1NuLrFYS4YUY=w408-h544-k-no,"Museum in an ornate 31-room Victorian home, built in 1881, with historic furnishings.","Information and pictures about the Vaile Mansion - a beautiful Victorian Mansion and arboretum.  Join the volunteer society, tour the Mansion, attend special events.  Victorian Society Members provide tours and restore the Mansion for visitors.",39.1076149,-94.4170434
1182,Valley of Fire State Park,4.8,parks.nv.gov,"29450 Valley of Fire Hwy, Overton, NV 89040",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPW8k82vLB8a4tVPvHdk8ZXdzwdBVt9JxJld1pP=w408-h271-k-no,Petrified wood & red sandstone are 2 of the natural features found at this hiking & camping spot.,Find your next adventure at Nevada State Parks,36.5073322,-114.5352405
1183,Vander Veer Botanical Park,4.7,davenportiowa.com,"215 W Central Park Ave, Davenport, IA 52803",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPm004O4uMe5b6REluj9eq8aoNT-I8eB83JVWTK=w426-h240-k-no,"Sprawling circa-1885 park featuring a historic rose garden, seasonal greenhouse shows & a duck pond.",,41.54521320000001,-90.5755112
